Horse_ID,Horse_Name,Horse_Code,State,Country,Age,Color,Sex,Import_type,Total_Stakes,Owner,Last_Rating,Sire,Dam,Dam_sire
7418,ADMIRE COZZENE,CC621,Active,JPN,,Grey , Horse,VIS,"800,000",Riichi Kondo,,Cozzene,Admire McArdy,Northern Taste
7419,TILLERMAN,CC620,Active,GB,,Bay , Horse,VIS,0,Prince Khalid Abdullah,,In The Wings,Autumn Tint,Roberto
7420,NOVERRE,CC617,Active,USA,,Bay , Horse,VIS,0,Godolphin,,Rahy,Danseur Fabuleux,Northern Dancer
7421,GUADALUPE,CC615,Active,GER,,Brown , Filly,VIS,"250,000",Baron George von Ullmann,,Monsun,Guernica,Unfuwain
7422,POLISH SUMMER,CC614,Active,GB,,Bay , Horse,VIS,"3,700,000",Prince Khalid Abdullah,,Polish Precedent,Hunt The Sun,Rainbow Quest
7423,DELTA FORM,CC613,Active,AUS,,Brown , Gelding,VIS,0,Team Valor Stables & Gary Barber,,Marscay,Arborea,Imperial Prince
7424,ANGE GABRIEL,CC611,Active,FR,,Grey , Horse,VIS,"8,000,000",Mme Henri Devin,,Kaldounevees,Mount Gable,Head For Heights
7425,AQUARELLISTE,CC610,Active,FR,,Bay , Mare,VIS,"3,000,000",Ecurie Wildenstein,,Danehill,Agathe,Manila
7426,TEXAS GLITTER,CC609,Active,USA,,Bay , Horse,VIS,0,"D Swartz, M Ryan & Vinery Stable",,Glitterman,Come On Texas,Apalachee
7427,MISTEGIC,CC608,Active,AUS,,Bay , Gelding,VIS,"200,000",F A Coorey & Miss M L Johnson,,Strategic,Volcanic Mist,Volcanic Price
7428,ZIPPING,CC607,Active,IRE,,Bay , Colt,VIS,"330,000",R C Strauss,,Zafonic,Zelda,Caerleon
7429,AGNETHA,CC606,Active,GER,,Chestnut , Filly,VIS,0,Mrs C L Weld,,Big Shuffle,Aerleona,Caerleon
7430,SLAP SHOT,CC605,Active,IRE,,Chestnut , Filly,VIS,0,Scuderia Lechereo,,Lycius,Katanning,Green Desert
7431,SHONAN KAMPF,CC604,Active,JPN,,Bay , Horse,VIS,0,Tetsuhide Kunimoto,,Sakura Bakushin O,Shonan Grace,Lucky Sovereign
7432,MALHUB,CC603,Active,USA,,Bay , Horse,VIS,0,Hamdan al Maktoum,,Kingmambo,Arjuzah,Ahonoora
7433,CONTINENT,CC602,Active,GB,,Chestnut , Gelding,VIS,0,Lucayan Stud Ltd,,Lake Coniston,Krisia,Kris
7434,BELIEVE,CC601,Active,JPN,,Bay , Mare,VIS,0,Koji Maeda,,Sunday Silence,Great Christine,Danzig
7435,MAJESTIC FEELING,CC381,Retired,AUS,,Bay , Gelding,PPG,"978,050",Dr Anthony W K Chow & Michael Tong Hing Yuen,71,Unbridled's Song,Tennis,Palace Music
7436,AGE OF RED WINE,CC380,Retired,AUS,,Bay / Brown , Gelding,PPG,0,Edinson So Hoi Pan,45,Nothin' Leica Dane,Secret Scoop,Rory's Jester
7437,KIMBO KID,CC379,Retired,AUS,,Chestnut , Gelding,PPG,"4,140,450",Felix Kwan Shiu Fai,89,End Sweep,Gatherneaux,Twig Moss
7438,FORTUNE BOY,CC378,Retired,AUS,,Chestnut , Gelding,PP,"2,117,800",Chao Cheng Fen,56,Woodman,Burning Embers,Zoffany
7439,FINE SOCIETY,CC377,Retired,AUS,,Bay , Filly,PP,0,William Andrew Choy,81,Marscay,Early Song,Precocious
7440,MASTER GIGOLO,CC375,Retired,IRE,,Bay , Gelding,PP,"1,759,500",Master Syndicate,86,Desert Story,Noble Clare,The Noble Player
7441,OUT OF MY WAY,CC374,Retired,GER,,Bay , Gelding,PP,"597,750",Syed Pervez Hussain,56,Acatenango,Lilac Dance,Fabulous Dancer
7442,AUSPICIOUS ODYSSEY,CC373,Retired,NZ,,Bay , Gelding,PPG,"265,050",Alan Leung Wai Lam,47,Red Ransom,Comely Girl,Marscay
7443,NICKU NICKU,CC372,Retired,NZ,,Brown , Gelding,PPG,"1,777,815",Lai Yiu Keung,50,Pentire,Slick Star,Star Way
7444,TREASURY,CC371,Retired,NZ,,Bay , Gelding,PPG,0,Kwong Fat Club Syndicate,50,Jetball,Centri Belle,Centaine
7445,DRAGON STRIDE,CC370,Retired,NZ,,Bay , Gelding,PPG,"2,049,338",Dragon Stride Syndicate,31,Grosvenor,Ocean Pearl,Crested Wave
7446,MONEY STRONG,CC369,Retired,NZ,,Chestnut , Gelding,PP,"2,426,800","Mr & Mrs Lo Chung Yin, Lo Chin Pang & the Executors of the Estate of the late Winnie Lo Wai Yin",74,Spectacular Love,Kimberley Rose,Zephyrvescent
7447,MAGIC TEMPLE,CC368,Retired,NZ,,Chestnut , Gelding,PP,"6,513,175",Kwong Lau Sheung,57,Slavic,Olga Palosky,Crested Wave
7448,TSZ WAN FORTUNE,CC367,Retired,NZ,,Brown , Gelding,PP,"280,000",Tsz Wan Syndicate,56,Prince Of Praise,She's Heroic,Clay Hero
7449,DARTER,CC366,Retired,NZ,,Bay , Gelding,PP,0,Ted Mok Tat Hung,42,Mellifont,Magic,Noble Bijou
7450,GOLD MASTER,CC365,Retired,NZ,,Chestnut , Gelding,PP,"534,000",Chiu Chow Lucky Association Syndicate,40,Masterclass,Golden Wings,Deputy Governor
7451,MULTI RANSOM,CC363,Retired,AUS,,Bay , Gelding,PPG,"293,250",Lyraa Ng Yin Mui,25,Red Ransom,Elmswood,Woodman
7452,LUCKY MARAUDING,CC362,Retired,AUS,,Bay , Gelding,PPG,"1,408,500",Cheng Chak Yin,77,Marauding,Twiglet,Twig Moss
7453,AGILITY,CC361,Deregistered,AUS,,Brown , Gelding,PPG,"8,324,050",Rotary Club of Sha Tin Syndicate,99,Langfuhr,Malayo Girl,Molokai Prince
7454,SOARING ANGEL,CC360,Retired,AUS,,Chestnut , Gelding,PPG,"926,400",Siu Pak Kwan & Tony Cheung Tze Tung,30,Gilded Time,Pretext,Pre Catelan
7455,HONEY MONEY,CC359,Retired,AUS,,Grey , Gelding,PPG,"3,203,850",Mr & Mrs David Ho,83,Desert King,Inquisit,Imposing
7456,DANCING BOY,CC358,Retired,NZ,,Bay , Gelding,PPG,0,Mr & Mrs Mok Bong Tung,41,Deputy Governor,Art Lover,Gleam Machine
7457,WIN DANCER,CC357,Retired,AUS,,Bay , Gelding,PPG,"225,000",Mak Lam Fung King & Thomas Mak Chi Wai,24,Danehill,Darlya,Darshaan
7458,STAR OF SHANTOU,CC356,Retired,NZ,,Bay , Gelding,PPG,"929,100",Wong Shun Yuen,64,Vyner's Orb,Marama Oak,Oak Ridge
7459,NOBLE HEART,CC355,Retired,NZ,,Chestnut , Gelding,PPG,"3,700,200",Poon Wah & Tommy Poon Ching Tong,60,Deputy Governor,Domino,Grosvenor
7460,CLASSIC WIN,CC353,Retired,AUS,,Bay , Gelding,PPG,"34,200",Keith Hsu Kai Foo,44,Snippets,Harbourside,Scenic
7461,SHANGHAI DELIGHT,CC352,Retired,NZ,,Chestnut , Gelding,PPG,"486,000",Albert Shiu Cho Wah,20,Gold Brose,Edina,Alzao
7462,NEW MILESTONE,CC351,Retired,AUS,,Bay , Gelding,PPG,"1,989,050",Law Cheuk,63,Flying Spur,Ballroom Babe,Citidancer
7463,ARIGATO,CC350,Retired,AUS,,Brown , Gelding,PPG,"326,550",Rainbow For Life Syndicate,32,Euclase,Rich Resource,Chanteclair
7464,MAGICAL LOT,CC349,Retired,AUS,,Bay , Gelding,PP,"105,000",HK Football Club Horse Racing Syndicate,39,Revoque,Verbano,Zamazaan
7465,ABLE PRINCE,CC348,Retired,AUS,,Bay , Gelding,PP,"11,847,000",Dr & Mrs Cornel Li Fook Kwan,109,Hurricane Sky,Queen's Choir,Palace Music
7466,UPBEAT,CC347,Retired,AUS,,Bay / Brown , Gelding,PP,"1,168,150",Kenneth Chung Kin Shu,65,Geiger Counter,Convent Girl,Snippets
7467,EASY GAME,CC346,Retired,NZ,,Bay , Gelding,PP,"2,527,200",James Lau Chi Wing & Lau Chor Fung,47,Straight Strike,Lady Newbury,Lord Ballina
7468,LIBERAL'S CHOICE,CC345,Retired,AUS,,Bay , Gelding,PP,"5,882,000",The Hon James P C Tien & Mrs Mary Tien,89,Danewin,Another Choice,March Legend
7469,HERO OF ABALONE,CC344,Retired,IRE,,Bay , Gelding,PPG,0,Yu Chu Lam,23,Danehill Dancer,Rathard Princess,Tender King
7470,A-TACK,CC343,Retired,IRE,,Grey , Gelding,PPG,"786,000","Tsui Tack Suen, Tsui Tack Kong, Paul Tsui G Kin & Samantha Tsui G Wing",19,Alzao,Thatchabella,Thatching
7471,ELFHELM,CC342,Retired,IRE,,Bay , Gelding,PP,"4,630,970",Jackpot Syndicate,71,Perugino,Symphony,Cyrano de Bergerac
7472,X-SPEED,CC341,Retired,CAN,,Chestnut , Gelding,PPG,"1,734,900",Ng Yat Cheung,25,Vying Victor,Screaming Redhead,Screaming Fife
7473,WADADELIGHT,CC340,Retired,USA,,Bay , Gelding,PPG,"4,733,950",Lily Scheng Hsi Feng,31,Awad,Zeeling,Unreal Zeal
7474,IN THE BANK,CC339,Retired,NZ,,Bay , Gelding,PPG,"1,268,350",Eric Lo Kai Kin,71,Groom Dancer,Spindrift,Crested Wave
7475,CHINA BOOM,CC338,Retired,AUS,,Bay , Gelding,PPG,0,Sin Ying Chuen,42,Flying Spur,Paris Delights,Danger's Hour
7476,HEKYLL N' JYDE,CC337,Retired,AUS,,Brown , Gelding,PPG,"1,051,600",Dr David Choy Tak Wai,66,Canny Lad,Just Pompous,Pompeii Court
7477,VITAL PATROL,CC335,Retired,NZ,,Brown , Gelding,PPG,"1,899,600",Alan Chan Yau Yuet,33,Faltaat,Cover Girl,Centaine
7478,MAJIN BUU,CC334,Retired,AUS,,Bay , Gelding,PP,"1,310,775",Mr & Mrs Peter Chan On Tak,25,Beautiful Crown,Fashion Babe,Sir Laurence
7479,SPEED OF LIGHT,CC333,Retired,AUS,,Bay , Gelding,PPG,"3,000,650",Ngai Chun Hung,18,Thunder Gulch,Stage Hit,Century
7480,ZERO IN,CC332,Retired,AUS,,Brown , Gelding,PPG,"2,996,750",Legal Form Syndicate,82,Danzero,Onbellera,Aspect
7481,CHEERFUL SUNSHINE,CC331,Retired,AUS,,Bay , Gelding,PPG,0,Wong Wah Tung,32,Danehill,Soon Ripe,Grey Dawn
7482,SOLINUS,CC330,Retired,NZ,,Bay , Gelding,PPG,0,Mr & Mrs John McNie,25,Volksraad,Significant,Masterclass
7483,A BETTER DRAGON,CC329,Retired,NZ,,Bay , Gelding,PPG,"1,161,600",Alexander Leung Chuen On,20,Truly Vain,Jean Gene,Kingsbridge
7484,TATTLETALE,CC328,Retired,NZ,,Grey , Gelding,PPG,"535,800",Mahabir Mohindar,49,Tale Of The Cat,Icy Calm,Western Symphony
7485,FIRST AMONG EQUALS,CC327,Retired,NZ,,Bay , Gelding,PPG,"4,330,050",Andrew Fan Chun Wah & Fan Hsu Lai Tai,77,Tale Of The Cat,Fikra,Gulch
7486,HAPPY KID,CC326,Retired,NZ,,Chestnut , Gelding,PPG,"2,841,600",Fok Tak Chee,59,Soviet Star,La Rousset,Westminster
7487,SMART CHAMPION,CC324,Retired,NZ,,Grey , Gelding,PPG,"897,750",Chan Yee Pon,38,O'Reilly,Habania,Habat
7488,KING ERIE,CC323,Retired,NZ,,Bay / Brown , Gelding,PPG,"265,050",Mr & Mrs David Fei Shing Fu,42,Gold Brose,Erie,Val Du Fier
7489,BRAVE COMMANDER,CC322,Retired,NZ,,Bay , Gelding,PPG,"2,032,500",Mr & Mrs Joe Chan,48,Gold Brose,Audrey Rose,Blue Razor
7490,COMPASSIONATE,CC321,Retired,NZ,,Bay , Gelding,PPG,"256,500",Yan Oi Racing Syndicate,43,Desert Prince,Guardian Angel,Groom Dancer
7491,RAIN IN SPRING,CC320,Retired,NZ,,Brown , Gelding,PP,"1,158,525",Wong Kwong Miu,48,Rhythm,Irish Wonder,McGinty
7492,FREEBIRD,CC319,Retired,IRE,,Chestnut , Gelding,PP,"2,805,665",Joseph Chung,29,Titus Livius,Serious Delight,Lomond
7493,REWARDING KING,CC318,Retired,GB,,Bay , Gelding,PP,0,Lee Fung Tai,73,Tagula,Costa Verde,King Of Spain
7494,INDUSTRIAL SUCCESS,CC317,Retired,IRE,,Bay , Gelding,PP,"4,683,800",Industrial Buddies Racing Syndicate,62,Bering,Fantastic Flame,Generous
7495,BIG SHOT,CC315,Retired,AUS,,Brown , Gelding,PPG,0,Think Big Syndicate,24,Success Express,Twignacious,Twig Moss
7496,RECOVERY,CC314,Deregistered,NZ,,Chestnut , Gelding,PPG,"349,400",Mr & Mrs Chan Voong Ling,51,Kashani,Tapestry Rose,Grosvenor
7497,GREAT COMMANDER,CC313,Deregistered,NZ,,Bay , Gelding,PPG,"366,900",Mr & Mrs Mark Fong Chung,58,Jetball,Tisolde,Tights
7498,FULL TACK,CC311,Retired,NZ,,Bay , Gelding,PPG,0,Cham Siu Leun,42,Faltaat,Miss Kiwitea,Truly Vain
7499,KINGSTON GLORY,CC310,Retired,NZ,,Bay , Gelding,PPG,"1,399,650",Lucky Forever Syndicate,14,Chinese Gold,Medallist,Roughcast
7500,PEACH BLOSSOM,CC309,Retired,NZ,,Brown , Horse,PPG,"783,200",Dr Chan Lai Man,30,Centaine,Bali Hi,Lord Ballina
7501,STAR BLADE,CC308,Retired,NZ,,Bay , Gelding,PP,"42,000",Tang Hung Kwong,70,Sandtrap,Lucy Mary,Victory Dance
7502,FIGURES,CC307,Retired,NZ,,Bay , Gelding,PP,"8,805,000",Financial Investors Group Syndicate,82,Maroof,Mercurous,Mercury
7503,PERFECT MISSION,CC306,Retired,NZ,,Bay , Gelding,PP,"337,500",Tony Chow Ki Wai & Charles Yau Chi Lai,65,Indian Ore,That's My Style,Zamazaan
7504,SUPER KID,CC305,Retired,NZ,,Bay , Horse,PP,"25,544,860",Wong Yuk Kwan,126,Gaius,Pompeii Pride,Pompeii Court
7505,SHERWOOD FOREST,CC304,Retired,AUS,,Bay , Gelding,PPG,0,A M Cappon,47,Woodman,Show Her The Money,Slew o' Gold
7506,WEI SHAN,CC303,Retired,AUS,,Chestnut , Gelding,PPG,0,Don Wing Liang,39,Snippets,Midnight Sun,Western Symphony
7507,WYNDAM POWER,CC301,Retired,AUS,,Chestnut , Gelding,PPG,"54,150",Michael William Kwan Boon Ming,50,Jeune,Amaranda,Persian Heights
7508,GREAT VALUE,CC300,Retired,AUS,,Bay / Brown , Gelding,PPG,"65,550",John C C Chan,47,Geiger Counter,Tape Deck,Provideo
7509,SUPER CHARGE,CC299,Retired,AUS,,Bay , Gelding,PPG,"5,803,850",Gordon Yuen Tien Yau & Lawrence Law Hong Ping,66,Fraar,Tale Of Silence,Luskin Star
7510,NOBLE ZOOM,CC298,Retired,AUS,,Bay , Gelding,PPG,"2,794,025",Patrick Leong Ting Cheong,12,Fraar,Larger Than Life,Without Fear
7511,DOWN FOR THE COUNT,CC297,Retired,AUS,,Bay , Gelding,PPG,"1,085,650",AMZA Syndicate,62,Encounter,Northern Scent,Geiger Counter
7512,HARVEY MUDD,CC295,Retired,AUS,,Bay , Gelding,PPG,"1,207,350",Edmond Yue Kwok Yin,40,Danehill,Super Seleccion,Seattle Slew
7513,FANTASTIC STAR,CC294,Retired,AUS,,Bay , Gelding,PPG,"1,482,100",Lai Wing Chiu,37,Danehill,Rowa,Great Nephew
7514,SUPER DANA,CC293,Retired,NZ,,Bay , Gelding,PPG,"3,508,450",Mr & Mrs Stephen Chang Tso Tung,71,Danasinga,Aer Lingus,Vice Regal
7515,BEAUTIFUL LIFE,CC292,Retired,AUS,,Bay , Gelding,PP,0,Rebound Syndicate,61,Sea Swell,Imbali,Danzatore
7516,GREAT DELIGHT,CC291,Retired,AUS,,Bay , Gelding,PP,"3,386,500",Peter Law Kin Sang,94,Regal Classic,Great Manners,Rubiton
7517,HK ISLAND VICTORY,CC290,Retired,AUS,,Bay , Gelding,PP,"1,492,650",HK Island Lions Racing Syndicate,62,Knowledge,Bouree,Rory's Jester
7518,ASALI,CC289,Retired,AUS,,Bay , Gelding,PP,"2,678,500",Mr & Mrs Admond Yue Chee Wing,93,King's Theatre,Kisses Of Gold,Broad Reach
7519,AIN'T HERE,CC288,Retired,AUS,,Bay , Gelding,PP,"10,130,500",Robert Ng Chee Siong,115,Dehere,Ain't She A Daisy,Sabona
7520,NOBLE CHAMPION,CC287,Retired,NZ,,Bay / Brown , Gelding,PP,"963,000",Mr & Mrs Eddie Wong Ming Chak & Kameny Wong Kam Man,64,College Chapel,Dolly Disaster,Twenty Four Karat
7521,BOLD FIGHTER,CC286,Retired,GB,,Bay / Brown , Gelding,PP,"1,085,450",Ricky Wong Kin Chat & Helen Leung Yee Wan,71,Mind Games,Crystal Sand,Forzando
7522,DILIGENT,CC285,Retired,GB,,Chestnut , Gelding,PP,"2,551,200",Kwan Cheuk Wah,57,Ashkalani,Subtle Blush,Nashwan
7523,ABORIGINAL,CC284,Retired,IRE,,Chestnut , Gelding,PP,"148,950",Mr & Mrs Pang Yuen Hing & Ian Pang Man Chung,37,Barathea,Polish Rhythm,Polish Patriot
7524,MY CHOICE,CC283,Retired,NZ,,Bay , Gelding,PPG,"9,666,900",Andy Wu Bark To,92,Volksraad,Chianina,Super Imposing
7525,ADVANCE AHEAD,CC282,Retired,AUS,,Bay , Gelding,PPG,"277,500",Yip Bing Sum,39,Vite Cheval,The Pitsie,Tails
7526,KIWI DASH,CC281,Retired,NZ,,Chestnut , Gelding,PPG,"1,652,600","Chan Muk Tai, Vincent Chan Tak Wing & Chan Tak Ling",48,Gold Brose,Beautiful Sea,Grosvenor
7527,MONEY EXPRESS,CC280,Retired,NZ,,Brown , Gelding,PPG,"350,200",Tony Lo Chin Ho,30,Vyner's Orb,Naura,Centaine
7528,FREE WAY,CC279,Retired,NZ,,Chestnut , Gelding,PPG,"466,850",Chau Wai Leung,25,Volksraad,Mimosa,Star Way
7529,MYSTIC SPIRITS,CC278,Retired,NZ,,Bay , Gelding,PPG,"159,600",Julian Hui Chun Hang & Pansy Ho Chiu King,40,Volksraad,C'est Soir,Mi Preferido
7530,EMPEROR UNICORN,CC277,Retired,NZ,,Chestnut , Gelding,PPG,0,Mr & Mrs Tang Kwok Yung,42,Turbulent Dancer,Vain Lorraine,Romaldo
7531,DYNAMIC COMBO,CC276,Retired,NZ,,Brown , Gelding,PPG,"370,300","Eric Poon Hung Cheung, Norman Ng Si Pang & Edward Leung Chuen Hang",27,Tale Of The Cat,Cremisi,Royal Academy
7532,SPLIT SECONDS,CC275,Retired,NZ,,Chestnut , Gelding,PPG,"1,504,250",Jeffery Yau Chi Kit,70,Star Way,Jahdu,Sea Anchor
7533,HONEYBEE,CC274,Retired,AUS,,Grey , Gelding,PPG,0,Mak Shu Yam,24,King's Theatre,Rory's Nun,Rory's Jester
7534,ABLE MARS,CC273,Retired,NZ,,Chestnut , Gelding,PPG,"1,139,950","Albert Po Ying Wai, Frances Po & Raymond Po Chit Hei",34,Kingdom Bay,Enhancer,Red Tempo
7535,SMART KING,CC272,Retired,AUS,,Chestnut , Gelding,PPG,0,Andy Leung Shu Wing & Lok Chun Cheong,37,King Of Kings,Vigne Vierge,Diesis
7536,DOLPHIN STAR,CC271,Retired,AUS,,Chestnut , Gelding,PPG,"892,350",Winter Swimmers Syndicate,27,Flying Spur,Red Roulette,Red Tempo
7537,WEALTHY TREASURE,CC270,Retired,NZ,,Bay , Gelding,PPG,"4,254,400",Lun Kwok Wai & Alan Lun Yue Hang,54,Felix The Cat,A Little Fun,Racing Is Fun
7538,ELETTARIN,CC269,Retired,NZ,,Bay , Gelding,PPG,"477,375",The Executors of the Estate of the late Ho Sai Him,41,Entrepreneur,Gimmick,Sir Tristram
7539,NORTHERN ROSE,CC268,Retired,AUS,,Brown , Gelding,PPG,"1,273,950",Gatherers Syndicate,64,Distinctly North,Rose Road,Sea Road
7540,EASTKOWLOON SPIRIT,CC267,Retired,AUS,,Bay , Gelding,PPG,"1,464,900",Kowloon East Syndicate,52,Danzig Connection,Amabile,Without Fear
7541,PLEASANT JOURNEY,CC266,Retired,AUS,,Bay , Gelding,PPG,"310,500",Tsui Shui Loi,26,Danehill,La Veine,Diesis
7542,PRECIOUS MOMENTS,CC264,Retired,AUS,,Bay , Gelding,PPG,"338,000",Frances Po,43,Barathea,Motel Model,Bates Motel
7543,KEEP ON EASY,CC263,Retired,NZ,,Bay , Gelding,PPG,"870,300",Chiu Ka Lun,63,Al Akbar,Egyptian Queen,Karioi Lad
7544,FORTUNE MASTER,CC262,Retired,NZ,,Chestnut , Gelding,PP,0,Peter Chu Ka Lok,54,Tuscany Flyer,Beautiful Dancer,Amazing Dancer
7545,WONDERFUL MOMENTS,CC261,Retired,IRE,,Bay , Gelding,PPG,"239,500",Yip Wai Kwan,53,Woods Of Windsor,Tender Guest,Be My Guest
7546,CHECK MATE,CC259,Retired,IRE,,Bay , Gelding,PP,"1,671,000",Cassim S Gooljarry,56,Sesaro,Katie Elder,Thatching
7547,FAIRPLAY,CC258,Retired,USA,,Bay , Gelding,PP,"1,078,725",Mr & Mrs Tung Chao Yu,30,Conquistador Cielo,Land Hawk,Silver Hawk
7548,SHERIFF BAMBOO,CC257,Retired,GB,,Bay , Gelding,PP,"1,941,150",William K J Sheehan,54,Night Shift,Woodwin,Woodman
7549,SANBENITO,CC256,Retired,IRE,,Bay , Gelding,PP,"2,897,500",Michael John Caddy,59,Elbio,Inter Madera,Toca Madera
7550,DOUCAI,CC255,Retired,NZ,,Bay , Gelding,PPG,"2,122,650",Joseph Chan Shu Chuen,39,Woodborough,Regal Flirt,Vice Regal
7551,NAMJONG TREASURE,CC254,Deregistered,AUS,,Bay , Gelding,PPG,"782,600",Jaime Sze Wine Him,60,Unbridled's Song,Raven Runner,Storm Bird
7552,HANDBAG FORTUNE,CC253,Retired,AUS,,Bay , Gelding,PPG,"664,050",Mr & Mrs George Lau Moo Chung,48,Snippets,Sufuf,Caerleon
7553,RED WINNER,CC252,Retired,AUS,,Bay , Gelding,PPG,0,Anthony Derek Lai Shu Yan,37,Red Ransom,Mina's Sport,Sportin' Life
7554,KING OF GAROUPA,CC251,Retired,AUS,,Chestnut , Gelding,PPG,"581,400","Spencer Wong Tze Tim, Choi King Sang & Eric Wong Tze Cheong",55,Racer's Edge,Comellina,Comeram
7555,COSMO SUCCESS,CC250,Deregistered,AUS,,Brown , Gelding,PPG,"3,478,400",Cosmo Club Syndicate,89,Nediym,La Brava,Military Plume
7556,LUCKYHEART,CC249,Retired,AUS,,Bay , Gelding,PPG,0,Alexander Choy Wah Keung,47,King Of Kings,My Dear Rebecca,Sir Tristram
7557,EASY RECEIPT,CC248,Retired,NZ,,Bay , Gelding,PPG,0,Herbert Chan Hing Wah,34,Justice Prevails,Sierra Susie,Straight Strike
7558,DRAGON'S ERA,CC247,Retired,AUS,,Chestnut , Gelding,PPG,0,Chow Yun Sheung,48,Jeune,Mia Scelta,Don't Say Halo
7559,FLYING DRAGON,CC246,Retired,NZ,,Bay , Gelding,PPG,"34,200",Yeung Sit Lae,27,Groom Dancer,Alta Dancer,Tights
7560,SUPERSONIC,CC245,Retired,AUS,,Bay , Gelding,PPG,"1,943,450",Tan Man Kou,52,Flying Spur,Bird Royale,Bluebird
7561,FLYING KENNY,CC244,Retired,AUS,,Grey , Gelding,PPG,"3,388,285",Wong Kim Ling,38,Flying Spur,Battonage,Kenmare
7562,SEASONS KNACK,CC242,Retired,AUS,,Bay , Gelding,PP,"3,584,750",Paul Lo Chung Wai & Kathy Lo Ho Hsiu Lan,59,Umatilla,Generous Call,Lucky Ring
7563,ATHLETIC GOLD,CC241,Retired,NZ,,Chestnut , Gelding,PP,"1,434,200","Stephen Sy Chin Mong, Andrew Yuen Yiu Chuen, Anson Tam Chi Hang & the Executors of the Estate of the late Phileas Fok Kwan Wing",33,Gold Brose,Sportsgirl Miss,Jugah
7564,SUNNY RIVIERA,CC240,Retired,AUS,,Bay , Gelding,PP,"2,764,800",Mr & Mrs James Chan Shiu On & Janet Chan Ng Chee Tung,51,Encosta de Lago,Riviera Girl,Admiral Lincoln
7565,MARANELLO,CC239,Retired,AUS,,Bay , Gelding,PP,"1,029,500",Cheng Chung Wah,84,Devaraja,Welsh Actress,Welsh Saint
7566,BOBO WIN,CC238,Retired,AUS,,Bay , Gelding,PP,"6,208,550","Ernest Chiu Sung Bun, Edmond Chiu Sung Pak & Vincent Chiu Shung Wai",53,Danehill,Oh So Canny,Sir Tristram
7567,STRONG GALLOP,CC236,Retired,IRE,,Bay , Gelding,PP,"289,400",Anthony Ng & Ng Siu Chan,49,Cadeaux Genereux,Braari,Gulch
7568,NIC'S CUTE,CC235,Retired,IRE,,Bay , Gelding,PPG,0,Duff Hsu Dar Fu,40,Rudimentary,Cairnacay,High Estate
7569,SAVINGS ACCOUNT,CC234,Retired,GB,,Bay , Gelding,PPG,0,Ron Leung Pui Kai,10,Indian Ridge,Ard Na Sighe,Kenmare
7570,KOWLOON STAR,CC233,Retired,IRE,,Bay , Gelding,PPG,"1,129,300",Kowloon Club Horse Racing Syndicate,69,Anabaa,My Lucky Star,Caerleon
7571,SHANE,CC232,Retired,GB,,Chestnut , Gelding,PP,"1,405,000",Luk King Tin,105,Singspiel,Anne Bonny,Ajdal
7572,PROGRESSING TIMES,CC231,Retired,GB,,Bay , Gelding,PP,"1,898,825",Cheng Keung Fai,33,Royal Applause,Mary Cornwallis,Primo Dominie
7573,PACIFIC ALLIANCE,CC230,Retired,GB,,Bay , Gelding,PP,"4,612,300",Horst & Katherine Geicke,31,Royal Applause,Jugendliebe,Persian Bold
7574,GOT IT GOOD,CC229,Retired,GER,,Chestnut , Gelding,PP,"516,600",Boniface Ho Ka Kui,46,Big Shuffle,Call Me Alice,Alzao
7575,SCINTILLATION,CC228,Retired,AUS,,Bay , Gelding,ISG,"24,831,850",Mr & Mrs Hui Sai Fun,115,Danehill,Subterfuge,Machiavellian
7576,SPEEDING MOLLY,CC227,Retired,IRE,,Bay , Gelding,ISG,"2,974,950","Ivan Ho Ding Hang, Dr Edmond Chan Chun Hon & Lam Kin Ning",52,Indian Ridge,Shauna's Honey,Danehill
7577,GOLDEN STIRRUP,CC226,Retired,IRE,,Brown , Gelding,ISG,0,Ewo Syndicate,47,Charnwood Forest,Scanno's Choice,Pennine Walk
7578,SUNDAY DELIGHT,CC225,Retired,AUS,,Bay , Gelding,ISG,"1,342,350",Fellowship Syndicate,51,Anabaa,Portview,Handy Proverb
7579,SUPER IDEAL,CC223,Retired,IRE,,Bay , Gelding,ISG,"3,234,450",Mok Ying Yu,29,Marju,Medway,Shernazar
7580,CHING HOI BOY,CC222,Retired,NZ,,Bay , Gelding,ISG,"749,300",Mr & Mrs Tsang Kin Wah,31,Danasinga,La Cent,Centaine
7581,DANEPRINT,CC221,Retired,AUS,,Bay , Gelding,ISG,"2,923,350",Edmund Tam Wing Fan,22,Danehill,Great Vintage,Sir Tristram
7582,RED BARON,CC220,Retired,NZ,,Bay , Gelding,ISG,"822,900",Mr & Mrs Koo Kar Sin,48,Red Ransom,Fairy Lights,Fairy King
7583,PREMIER EXPRESS,CC219,Retired,AUS,,Bay , Gelding,ISG,"49,000",Tai Po Rotary Racing Syndicate,42,Marscay,Days Like This,Grosvenor
7584,HAPPY TOGETHER,CC218,Retired,FR,,Bay , Gelding,ISG,"1,340,900",Chiang Chi Wan,52,Groom Dancer,Dirigeante,Lead On Time
7585,GIVE ME FIVE,CC217,Retired,AUS,,Bay , Gelding,ISG,"17,500",Pentaboom Syndicate,29,Anabaa,Calarla,Lunchtime
