Horse_ID,Horse_Name,Horse_Code,State,Country,Age,Color,Sex,Import_type,Total_Stakes,Owner,Last_Rating,Sire,Dam,Dam_sire
162,HARRIER JET,T372,Active,AUS,9,Brown , Gelding,PP,"7,052,435",Wei Yu & Liu He,,Dane Shadow,Borobodur,Strategic
163,NITRO EXPRESS,T353,Active,AUS,9,Brown , Gelding,PP,"4,497,918",Chow Chu May Ping,,Nadeem,Princess Laya,Encosta de Lago
164,KIRAM,T093,Active,FR,10,Bay , Gelding,PP,"6,121,040",06/07 David Ferraris Trainer Syndicate,,Elusive City,King Luna,King's Best
165,MOGUL,E811,Active,GB,,Bay , Colt,VIS,"11,400,000","Michael Tabor, Derrick Smith & Mrs John Magnier",,Galileo,Shastye,Danehill
166,ROYAL JULIUS,E810,Active,IRE,,Bay , Horse,VIS,0,Jean-Jacques Biarese,,Royal Applause,Hflah,Dubawi
167,MAGICAL,E808,Active,IRE,,Bay , Mare,VIS,"2,800,000","Derrick Smith, Mrs John Magnier & Michael Tabor",,Galileo,Halfway To Heaven,Pivotal
168,DANON PREMIUM,E807,Active,JPN,,Brown , Horse,VIS,"1,596,000",Danox Co Ltd,,Deep Impact,Indiana Gal,Intikhab
169,SKALLETI,E806,Active,FR,,Grey , Gelding,VIS,0,Jean-Claude Seroul,,Kendargent,Skallet,Muhaymin
170,ORDER OF AUSTRALIA,E804,Active,IRE,,Bay , Colt,VIS,"500,000","Derrick Smith, Mrs John Magnier, Michael Tabor & Mrs A M O'Brien",,Australia,Senta's Dream,Danehill
171,ROMANISED,E803,Active,IRE,,Bay , Horse,VIS,0,Robert Ng Chee Siong,,Holy Roman Emperor,Romantic Venture,Indian Ridge
172,TOWER OF LONDON,E801,Active,JPN,,Bay , Horse,VIS,0,Godolphin,,Raven's Pass,Snow Pine,Dalakhani
173,CLASSIQUE LEGEND,E280,Active,AUS,5,Grey , Gelding,PP,0,Mr & Mrs Boniface Ho Ka Kui,,Not A Single Doubt,Pinocchio,Encosta de Lago
174,MS ALLY,E237,Active,SAF,4,Chestnut , Gelding,PP,0,Chantilly Buddies Syndicate,,Time Thief,Yellow Card,Trippi
175,TSAR,E224,Active,GB,4,Bay , Gelding,PP,0,Lily Chan Li Lei,,Kingman,Kilo Alpha,King's Best
176,STOICISM,E223,Active,IRE,4,Bay , Gelding,PP,0,Wong Chung Hin & Arnold Wong Chi Chiu,,Dandy Man,Hidden Belief,Holy Roman Emperor
177,NORDIC WELLSTAR,E207,Active,AUS,4,Chestnut , Gelding,PP,0,Yue Yun Hing & Anita Yue Lam Chik Sun,,Written Tycoon,Neon Bel,Bel Esprit
178,ABLE REIGN,E202,Active,AUS,3,Bay , Gelding,PP,0,"Charmaine Li Chi Yin, Adrian Li Kwok Sheung & Tisa Fatima Mari Li Waung Tsen",,Dream Ahead,Maxi Dress,Shamardal
179,CAPITAL STAR,E201,Active,AUS,4,Bay , Gelding,PP,"1,106,250",Capital Reserve Syndicate,,Danerich,Capital Growth,Brocco
180,RUSSIAN EMPEROR,E198,Active,IRE,4,Bay , Colt,PP,0,Mike Cheung Shun Ching,,Galileo,Atlantic Jewel,Fastnet Rock
181,ARTHUR'S KINGDOM,E194,Active,IRE,4,Bay , Colt,PP,"253,000",Yau Kwok Fai,,Camelot,Madeira Mist,Grand Lodge
182,PAS MALOTRU,E191,Active,GB,4,Bay , Gelding,PP,0,Martin Siu Kim Sun,,Casamento,Magika,Dubawi
183,THE SUMMIT,E189,Active,FR,4,Bay , Colt,PP,0,Lily Chan Li Lei & Marc Chan,,Wootton Bassett,Acola,Acatenango
184,FORTUNE CARRIER,E187,Active,AUS,3,Brown , Gelding,PPG,0,Mr & Mrs So Chun Yu,,Your Song,Princess Carnegie,Carnegie
185,WINNER METHOD,E178,Active,AUS,3,Bay / Brown , Gelding,PPG,"570,000",Ho Tai Hing,,Deep Field,Magical Belle,Blackfriars
186,KAI XIN DRAGON,E174,Active,AUS,3,Bay / Brown , Gelding,PP,"142,500",Chow Yun Sheung,,Unencumbered,Snipzu,Snippetson
187,LEWIS,E173,Active,AUS,4,Bay , Gelding,PP,"330,000",Irene Chen & Johnson Chen,,Fastnet Rock,Sunday Joy,Sunday Silence
188,HOLYSHOWCASING,E171,Active,NZ,3,Chestnut , Gelding,PPG,0,Daisenpu Syndicate,,Showcasing,All The Answers,Any Suggestion
189,TRAVEL GLORY,E170,Active,NZ,3,Brown , Gelding,PPG,"220,000",Wong Chun Tat,,Savabeel,Iguazu's Girl,Redoute's Choice
190,MASTER FAY,E162,Active,AUS,3,Bay , Gelding,PPG,"570,000",Wong Cho Bau,,Deep Field,Keeping Score,Keeper
191,HAPPY PROFIT,E160,Active,NZ,3,Bay , Gelding,PPG,"220,000",Mr & Mrs William Yem Wai Lai,,Alamosa,Claudia Jessie,Indian Danehill
192,GLUCK RACER,E157,Active,AUS,3,Brown , Gelding,PPG,"115,000",Lau Kwai Ching,,Super One,Keep The Filly,Keep The Faith
193,DONC JE SUIS,E155,Active,AUS,3,Chestnut , Gelding,PPG,"120,000",Apollo Ng Shung,,Star Witness,Fireglo,Choisir
194,TOUCH FAITH,E153,Active,AUS,3,Bay , Gelding,PPG,0,Happy Corner Syndicate,,Outreach,Porte Triage,Redoute's Choice
195,CHIRON,E151,Active,NZ,3,Bay , Gelding,PPG,0,Yeoh Saw Kheng,,Makfi,Inara Belle,Elusive Quality
196,ACA POWER,E144,Active,AUS,4,Bay , Gelding,PP,0,ACA Friends Syndicate,,Zoffany,Lavender Bay,Magnus
197,ROYAL BOMB,E143,Active,AUS,4,Bay , Gelding,PP,"1,327,500",Michael Wong Ka Chun,,Zebedee,Private Nancy,Soldier's Tale
198,MASTER MONTARO,E142,Active,AUS,4,Bay , Gelding,PP,"1,800,000",Ho Tsz Wan,,Toronado,Circus Polka,Stravinsky
199,UNIVERSAL HERO,E141,Active,AUS,4,Chestnut , Gelding,PP,0,Philip Wong Chi Hung & Yves Yeung,,Street Boss,Deemless,Nadeem
200,TELECOM SMART,E140,Active,AUS,4,Bay , Gelding,PP,0,Billy Cheung King Shan,,Smart Missile,Ocelot,Tale Of The Cat
201,AI ONE,E139,Active,NZ,4,Brown , Gelding,PP,0,Pok Oi Brilliant Syndicate,,Shocking,Dream Lass,Dream Well
202,NOIR RIDER,E138,Active,AUS,4,Bay , Gelding,PP,0,Debonair Syndicate,,Shamus Award,Yolane,Zizou
203,TALENTI,E137,Active,NZ,5,Bay , Gelding,PP,0,Jamie Cheng Po Kwan,,Niagara,La Tourneau,Lonhro
204,PROPICE,E135,Active,AUS,3,Chestnut , Gelding,PP,0,Eddie Wong Ming Chak,,Ilovethiscity,Sunstyle,Xaar
205,CONQUEROR,E133,Active,AUS,4,Bay , Gelding,PP,"484,000",Charles Chan Sing Chuk,,Fastnet Rock,Diademe,Savabeel
206,SILVER EXPRESS,E131,Active,AUS,4,Bay / Grey , Gelding,PP,"330,000",Larry Yung Chi Kin,,Canford Cliffs,Rechichi,Elvstroem
207,MING WARRIOR,E128,Active,IRE,4,Bay , Gelding,PP,0,Florence Chan Yee Chun,,No Nay Never,Terracotta,Fastnet Rock
208,NOTHING NEW,E127,Active,IRE,5,Chestnut , Gelding,PP,"142,500",The HUW Syndicate,,No Nay Never,Crosstalk,Cape Cross
209,SPARKY TRAIL,E124,Active,USA,4,Bay , Colt,PP,0,Wong Ping Kuen,,War Front,Moth,Galileo
210,AMAZING NEWS,E123,Active,GB,4,Chestnut , Gelding,PP,"52,500","Dr Chang Fuk To, Maria Chang Lee Ming Shum & Jonathan Chang Tien Yin",,Toronado,Angelic Air,Oasis Dream
211,VITRALITE,E121,Active,IRE,5,Brown , Horse,PP,0,"Mr & Mrs Horatio Ho Yiu Wing, Ho Garrick Sai Man and Ho Leslie Sai Kit",,Moohaajim,Nellie Forbush,Phoenix Reach
212,BERLIN TANGO,E120,Active,GB,4,Bay , Gelding,PP,0,Siu Pak Kwan,,Dansili,Fantasia,Sadler's Wells
213,SPICY SO GOOD,E118,Active,AUS,3,Bay , Gelding,PPG,0,Ng Siu Luen,,Whittington,Xaarhea,Xaar
214,DIAMOND PIXIU,E112,Active,AUS,3,Bay , Gelding,PPG,0,Ng Kwok Kay,,Press Statement,Lyka Flyer,Testa Rossa
215,STEEL WIN,E111,Active,AUS,3,Bay , Gelding,PPG,0,Jimmy Tang Kwok Leung,,Press Statement,Lago Joy,Encosta de Lago
217,MAGIC BONUS,E103,Active,AUS,3,Chestnut , Gelding,PPG,0,Mr & Mrs Edward Chan Chi Keung and Matthew Chan Chin Wah,,Deep Field,De Sea Eagle,Flying Spur
218,WINE AND WINE,E101,Active,AUS,4,Chestnut , Gelding,PP,0,"Vicky Huang Wei, Hung Kam Po & Dr Alan Lee Wai Kin",,Snitzel,Gold Anthem,Made Of Gold
219,STORMTROUPER,E100,Active,AUS,4,Bay , Gelding,PPG,0,Lunner Club Syndicate,,Toronado,Moretti,More Than Ready
220,GOOD BUDDY,E097,Active,NZ,3,Bay , Gelding,PPG,"35,000","Richard Lok Kee Loong, Will Yiu Mau Lung & Jimmy Law Hoi Yat",,Showcasing,Saheel,Zabeel
221,PACKING MILES,E096,Retired,NZ,,Chestnut , Gelding,PPG,0,Marina Lee Man Wai,50,Shooting To Win,Calveen,Canny Lad
222,VUKAN,E095,Active,NZ,4,Bay , Gelding,PPG,"115,000","Leung Moon Chuen, Edmond Leung Wai Choi & George Leung Wai Ki",,Sacred Falls,Mill Duckie,Magic Ring
223,LEISURE AND GOLD,E093,Active,AUS,3,Bay , Gelding,PPG,0,Victor Hui Chun Fui,,Press Statement,Karata,Elvstroem
224,CHARITY GRACE,E090,Active,NZ,4,Chestnut , Gelding,PPG,"825,000",Chan Wo Ping & Ng Wing Shuen,,Per Incanto,Kalamanda,Singspiel
225,A SMILE LIKE YOURS,E089,Active,NZ,4,Bay , Gelding,PPG,"290,000",Vicky Tang,,Per Incanto,Diamond Start,Lonhro
226,MUDITA,E085,Active,AUS,4,Bay , Gelding,PPG,"220,000",Benny Kwong Kai Sing,,Holy Roman Emperor,Bella Laguna,Encosta de Lago
227,FLAMING PASSION,E084,Active,AUS,3,Bay , Gelding,PPG,"115,000",Regina Koo Li Kwan,,Headwater,Red Duchez,Dubleo
228,CORDYCEPS KING,E083,Active,NZ,4,Bay , Gelding,PPG,0,Edmond So Chi Wai,,Hallowed Crown,Mojave Aster,Zabeel
229,DURHAM STAR,E082,Active,AUS,4,Bay , Gelding,PPG,0,Harilela Racing Syndicate,,Deep Field,Freestyle,Snippets
230,ZACIAN,E078,Active,AUS,4,Bay , Gelding,PPG,0,Hugo Hui Kwan Wah,,Albrecht,Snaffles,Librettist
231,KING'S CAPITAL,E077,Active,AUS,4,Bay , Gelding,PP,"142,500",Dr & Mrs Gene Tsoi Wai Wang,,Animal Kingdom,Dual Star,Starcraft
233,ICE LEGEND,E075,Active,AUS,4,Bay , Gelding,PPG,0,Abterra Syndicate,,Whittington,Anakalinka,Anabaa
234,HONEY BEE,E070,Active,AUS,4,Bay , Gelding,PPG,0,Mr & Mrs Chan Wai Leung,,Sidestep,Miriam Louisa,Testa Rossa
235,HAPPY JAI JAI,E069,Active,NZ,4,Bay , Gelding,PPG,0,Happy Yeah Yeah Syndicate,,Savabeel,Avisto,Tavistock
236,QUICK REPLY,E067,Retired,AUS,,Chestnut , Gelding,PPG,0,Ming Hoi Syndicate,49,Reset,Meteoric Fashion,Northern Meteor
238,FREE FOAL,E065,Active,AUS,3,Dark Bay , Gelding,PPG,"115,000",Brotherhood Syndicate,,Press Statement,Games,Lonhro
239,SUNDAY BETTING,E064,Active,NZ,4,Bay , Gelding,PPG,0,Alex Fan Chen Yen,,Ocean Park,Finkican,Refuse To Bend
240,HARMONY N BLESSED,E061,Active,AUS,4,Bay , Gelding,PPG,"2,016,000","Cheung Ming Man, Cheung Ying Ho, Joseph Lee Chung Tak & Antonny Cheng King Chiu",,Magnus,Fly To Win,Danewin
241,BEAUTY JOY,E058,Active,AUS,4,Chestnut , Gelding,PP,0,Eleanor Kwok Law Kwai Chun & Patrick Kwok Ho Chuen,,Sebring,Impressive Jeuney,Jeune
242,CHATER PINS,E057,Active,NZ,5,Bay , Gelding,PP,"52,500",HK Cricket Club Syndicate,,Pins,Misspro O'Reilly,O'Reilly
243,SHADOW HERO,E056,Active,AUS,4,Bay , Gelding,PP,"673,000",Edmond Lee Man Bun,,Pierro,Sookie,Casino Prince
244,TOURBILLON DIAMOND,E054,Active,AUS,4,Bay , Gelding,PP,"3,887,000","Shum Mak Ling, Jimmy Tang, Bennie Lau Yuk Lung & William Shum Wai Lam",,Olympic Glory,Modave,Montjeu
245,LOOKING GREAT,E053,Active,NZ,4,Bay , Gelding,PP,"52,500",Chiu Chow Hon Kong Syndicate,,Holy Roman Emperor,Montwest,Montjeu
246,PANFIELD,E052,Active,CHI,4,Bay , Colt,PP,"209,000",Yue Yun Hing,,Lookin At Lucky,Esterina II,Orpen
247,RAINBOW LIGHT,E051,Active,IRE,4,Grey , Gelding,PPG,"60,000",Legal Form Syndicate,,Outstrip,Mrs Micawber,Nayef
248,OURGOLDENRULES,E050,Active,IRE,4,Bay , Gelding,PPG,0,Great Fund Syndicate,,Kodiac,Society Pearl,Kheleyf
249,KRAYT'S GOLD,E049,Retired,IRE,,Brown , Gelding,PPG,0,Adrian Hassan,52,Gutaifan,Elektra Marino,Mount Nelson
250,GAMEPLAYER STAR,E048,Active,IRE,4,Grey , Gelding,PPG,0,Lam Yau Pik & Rex Lam Lam,,Exceed And Excel,Centred,Dalakhani
251,DANDY YEARS,E047,Active,IRE,4,Bay , Gelding,PPG,"570,000",The Hon Tommy Cheung Yu Yan & Alvin Li Yuok Lun,,Dandy Man,Talitha Kum,Chineur
252,CALIFORNIA TEN,E045,Active,IRE,4,Chestnut , Gelding,PP,0,Chester Liang Jun Yu,,Rock Of Gibraltar,Bulrushes,Byron
253,ROMAN TURBO,E043,Active,IRE,4,Bay , Gelding,PP,"1,008,500",Sammy Ma Hon Kit,,Holy Roman Emperor,Swish,Monsun
254,GOLDEN BOLT,E042,Active,GB,4,Bay , Gelding,PPG,0,"Weber Lo Wai Pak, Chew Sein Mene, Henry Chan Tin Sang & Eddy Tang Chi Fai",,Kingman,Upper Street,Dansili
255,CHEERS BABY,E041,Active,FR,5,Bay , Gelding,PP,0,Playful Friends Syndicate,,So You Think,Spring Morning,Ashkalani
257,OH BRAVO,E037,Active,AUS,4,Bay , Gelding,PPG,0,"Irene Leung Suk Yin, Gary Lau Sun Tao & Ronald Lau Sun Ting",,Smart Missile,Clean Sweep,End Sweep
258,GIVE WAY PLEASE,E035,Active,AUS,4,Bay , Gelding,PPG,"35,000",Mr & Mrs Terence Lun Tin Yeu,,Sebring,Lavenham,Hussonet
259,GLADSOME RYDER,E033,Active,AUS,4,Bay , Gelding,PPG,"35,000",Daniel Chan Ching Yan,,Olympic Glory,Sharp Hill,Danehill
260,BRANDING POWER,E030,Active,AUS,3,Bay , Gelding,PPG,"335,000",Adrian Siu Chin Wan,,Kermadec,Promenades,Lonhro
261,HAPPY GATHERING,E029,Active,AUS,4,Bay , Gelding,PPG,0,Edward Chan Kwok Man,,Hinchinbrook,Dashie Diva,Dash For Cash
263,VECTOR,E027,Active,AUS,4,Bay , Gelding,PPG,0,Yip Yuk Kit,,Deep Field,Crevette,Danehill
264,YEE CHEONG WARRIOR,E025,Active,AUS,4,Bay , Gelding,PPG,"120,000",Choi Hiu Fung,,Animal Kingdom,Defender,Redoute's Choice
265,LUCKY MARYKNOLL,E024,Active,AUS,4,Bay , Filly,PP,0,Friends of MFS Syndicate,,Nicconi,Brookton Flare,Strada
266,BEAUTY KOBE,E023,Active,AUS,4,Bay / Grey , Gelding,PP,"172,500",Patrick Kwok Ho Chuen,,Magnus,Miss Witness,El Moxie
268,VAST STARLIGHT,E020,Active,AUS,4,Brown , Gelding,PPG,0,Ting Ping Sing & David Ting Chi Ho,,Smart Missile,Quality Impulse,Elusive Quality
269,ENJOY MY LIFE,E019,Active,NZ,4,Brown , Gelding,PPG,0,Patrick Au Tsz Hin,,Shamoline Warrior,La Stellina,O'Reilly
270,GRAND POWER,E017,Active,AUS,4,Bay , Gelding,PPG,0,Cheung Tin Chai & Cheung Shu Yan,,Rubick,Flion Fenena,Lion Hunter
271,YOUR NAME,E016,Active,NZ,4,Chestnut , Gelding,PPG,0,Tai Hang Tung's Friend Syndicate,,Reliable Man,Colheita,St Petersburg
272,CIRCUIT HERO,E014,Active,AUS,4,Bay , Gelding,PPG,0,Henry Cheung Kun Tong,,Real Saga,Flawless,Iglesia
273,LUCKY FUN,E013,Active,NZ,4,Bay , Gelding,PPG,"1,175,000",Ngan Pui Ying & Ngan Ng Yu Ying,,Proisir,Emerged,Bachelor Duke
276,LIGHT OF WANSHI,E009,Active,NZ,4,Bay , Gelding,PPG,"35,000",Gui Shengyue,,Ocean Park,Lucida,O'Reilly
277,ROMANTIC TROVE,E007,Active,NZ,4,Bay , Gelding,PPG,"395,000",Ten Pros Syndicate,,Ghibellines,Huhu Lass,King's Chapel
278,MY ECSTATIC,E004,Active,AUS,4,Chestnut , Gelding,PPG,"220,000",Adrian Lo Hoi Ki,,All Too Hard,More Radiant,More Than Ready
279,HAPPY MY BROTHER,E003,Active,NZ,4,Bay , Gelding,PP,"90,000",Twenty Five Months Syndicate,,Redwood,Femme de Lune,Postponed
280,MOUNT EVEREST,D820,Active,IRE,,Bay , Colt,VIS,0,"Flaxman Stables Ireland Ltd, Mrs John Magnier, Michael Tabor & Derrick Smith",,Galileo,Six Perfections,Celtic Swing
281,ANTHONY VAN DYCK,D819,Active,IRE,,Bay , Colt,VIS,0,"Mrs John Magnier, Michael Tabor & Derrick Smith",,Galileo,Believe'N'Succeed,Exceed And Excel
282,TRUE SELF,D818,Active,IRE,,Bay , Mare,VIS,0,Three Mile House Partnership & OTI,,Oscar,Good Thought,Mukaddamah
283,LUCKY LILAC,D817,Active,JPN,,Chestnut , Mare,VIS,"4,400,000",Sunday Racing Co Ltd,,Orfevre,Lilacs And Lace,Flower Alley
284,CALLED TO THE BAR,D816,Active,IRE,,Bay , Gelding,VIS,"660,000",Fair Salinia Ltd & Pia Brandt,,Henrythenavigator,Perfect Hedge,Unfuwain
285,YOUNG RASCAL,D815,Active,FR,,Bay , Gelding,VIS,0,Bernard Kantor,,Intello,Rock My Soul,Clodovil
286,ASPETAR,D814,Active,FR,,Bay , Gelding,VIS,0,H H Sheikh Mohammed Bin Khalifa Al Thani,,Al Kazeem,Bella Qatara,Dansili
287,GLORY VASE,D813,Active,JPN,,Dark Bay , Horse,VIS,"11,400,000",Silk Racing Co Ltd,,Deep Impact,Mejiro Tsubone,Swept Overboard
288,EDISA,D812,Active,USA,,Chestnut , Filly,VIS,"924,000",H H Aga Khan,,Kitten's Joy,Ebiyza,Rock Of Gibraltar
289,MAGIC WAND,D811,Active,IRE,,Bay , Mare,VIS,"6,160,000","Michael Tabor, Derrick Smith & Mrs John Magnier",,Galileo,Prudenzia,Dansili
290,NORMCORE,D808,Active,JPN,,Grey , Mare,VIS,"17,385,000",Seiichi Iketani,,Harbinger,Chronologist,Kurofune
291,ADMIRE MARS,D807,Active,JPN,,Chestnut , Horse,VIS,"16,750,000",Junko Kondo,,Daiwa Major,Via Medici,Medicean
292,ZAAKI,D805,Active,GB,,Bay , Gelding,VIS,0,Ahmad Alotaibi,,Leroidesanimaux,Kesara,Sadler's Wells
293,INDY CHAMP,D804,Active,JPN,,Bay , Horse,VIS,0,Silk Racing Co Ltd,,Stay Gold,Will Power,King Kamehameha
294,IN HER TIME,D803,Active,AUS,,Bay / Brown , Mare,VIS,0,Orbis Bloodstock & P J Brown,,Time Thief,Hell It's Hot,Zeditave
295,DANON SMASH,D802,Active,JPN,,Bay , Horse,VIS,"12,540,000",Danox Co Ltd,,Lord Kanaloa,Spinning Wildcat,Hard Spun
296,SACRED CAPITAL,D801,Active,NZ,,Bay / Brown , Gelding,VIS,"568,750",Chen Ching Lung & Dato K S Yap,110,O'Reilly,Honolulu,Savabeel
297,CIGARY,D512,Active,IRE,4,Chestnut , Gelding,ISG,0,Johnny Shih Jar Yi,,Dandy Man,Park Twilight,Bertolini
298,SILVERY WARRIOR,D509,Active,AUS,4,Bay , Gelding,ISG,"60,000",Merry Gang Syndicate,,Mossman,Winning Belle,Zabeel
299,ALL YOU WANT,D506,Active,AUS,4,Bay , Gelding,ISG,0,Eric Ng Wing Kwong,,Fastnet Rock,Satin Robes,Ne Coupez Pas
300,FAMILY FOLKS,D505,Active,AUS,4,Bay , Gelding,ISG,"720,000",So Wing Keung,,Snitzel,Miss Sharapova,Ustinov
301,STAR OF WUYI,D503,Active,AUS,4,Bay , Gelding,ISG,"60,000",Sze-To Kin Sun,,I Am Invincible,Utopia,High Chaparral
302,MASTER HERO,D501,Active,NZ,4,Bay , Gelding,ISG,"905,000",Seven Heroes Syndicate,,Savabeel,Eudora,Pins
303,SOARING TOWER,D500,Active,NZ,4,Bay , Gelding,ISG,"790,000",Gui Shengyue,,Charm Spirit,Key To Success,Thorn Park
304,WINNING VOLATILITY,D499,Active,IRE,4,Bay , Gelding,ISG,0,Patrick Fu Kor Kuen,,Holy Roman Emperor,Icebreaking,Elusive City
305,FORTE,D498,Active,NZ,4,Chestnut , Gelding,ISG,"790,000","Alessandro Palluzzi, Chiu Tao & Clement Cheng Ka Man",,Per Incanto,Fleur de Lune,Stravinsky
306,READY TO FLY,D496,Retired,GB,,Bay , Gelding,PPG,0,Paul Leung Po Law,52,Zoffany,Edaraat,Rahy
307,FORZA SPEEDO,D494,Active,AUS,3,Chestnut , Gelding,PPG,0,Tse Ming Yee,,Sebring,Iamhere,I Am Invincible
308,PHENOMENAL COMBO,D493,Active,AUS,4,Bay / Brown , Gelding,PPG,"220,000",Damian Yap Chun Wing,,Rubick,Maevemoo,Danehill Dancer
309,MISTER ARM,D491,Active,AUS,3,Bay , Gelding,PPG,0,Yau Kwok Fai,,Pierro,Elite Circle,Encosta de Lago
310,CAPSULE KING,D490,Active,GER,4,Brown , Gelding,PPG,0,David Chan Wai Shung,,Pastorius,Best Moving,Reset
311,CARROLL STREET,D489,Active,AUS,3,Bay , Gelding,PPG,"742,500","Winston Wong Ching Wah, Bobby Fong Kwok Wah, Raymond Tse Kwai Cheong & Yu Yik Choy",,Outreach,Brooklyn Rain,Manhattan Rain
312,SIGHT HERO,D487,Active,AUS,3,Bay , Gelding,PPG,"115,000",Tam Wing Kun,,Love Conquers All,Choose The Moment,Choisir
313,BRILLIANT CHINA,D486,Active,AUS,3,Brown , Gelding,PPG,0,Mr & Mrs Jimmy Tang,,Hinchinbrook,Classic Guitar,Lonhro
314,SUNSHINE SUPREME,D483,Active,AUS,4,Grey , Gelding,PP,0,Wong Yeuk Hung,,The Factor,Kim Heaven,Shamardal
315,TELECOM FIGHTERS,D482,Active,AUS,4,Bay / Brown , Gelding,PP,"330,000",Telecom Brothers Syndicate,,The Brothers War,Moorings Capital,Song Of Tara
316,IGNITING,D481,Active,AUS,4,Chestnut , Gelding,PP,"1,500,000",Clement Ma Kang Ching,,Starspangledbanner,Sell In May,Starcraft
318,ENRICH DELIGHT,D478,Deregistered,AUS,,Bay , Gelding,PP,"2,507,000",Peter Law Kin Sang,94,Medaglia d'Oro,Zydeco,Zabeel
319,ROYAL CAMPBELL,D477,Active,AUS,4,Bay / Brown , Gelding,PP,0,Tsoi Wai & Tang Pui Yee,,Kuroshio,Poetic Faith,Keep The Faith
321,DIVINE REGULUS,D475,Active,AUS,4,Bay , Gelding,PP,0,Wong Kwong Miu,,Deep Field,Mrs Boxall,Fastnet Rock
322,CIRCUIT SEVEN,D474,Active,AUS,3,Chestnut , Gelding,PP,0,Cheung Kwong Kwan & Cheung Kwok Wa,,Deep Field,Flamboyant Lass,Stratum
323,CHEERFUL DAYS,D473,Active,AUS,4,Bay , Gelding,PPG,"675,000",Tom Brown's Syndicate,,Smart Missile,Saint Minerva,Galileo
324,PEAK TO PEAK,D472,Active,AUS,3,Bay / Brown , Gelding,PPG,"375,000",Anderson Wong Ka Lung,,More Than Ready,Mineko,Fastnet Rock
325,PACKING APEX,D471,Retired,NZ,,Bay , Gelding,PPG,0,Wai Siu Kee,52,Makfi,Dancing May,Dane Shadow
326,HURRICANE KUNDE,D469,Retired,NZ,,Bay , Gelding,PPG,0,Alex Chan Cheuk Lun,52,Burgundy,Foxette,Entrepreneur
327,A A AGILITY,D466,Active,NZ,5,Bay , Gelding,PP,0,Focuson Syndicate,,O'Reilly,Music,Pins
328,SUPER FOOTBALL,D465,Active,NZ,4,Brown , Gelding,PP,"2,092,500","Lau Yiu Chu, Cynthia Lau, Sandra Lau & Robert Lau",,More Than Ready,Raziyya Of Sydney,Redoute's Choice
329,SHADOW RUNNER,D463,Active,NZ,4,Bay , Gelding,PP,0,"Leung Moon Chuen, Edmond Leung Wai Choi & George Leung Wai Ki",,Bullbars,Sister City,Elusive City
330,SHINY ONE,D461,Active,IRE,4,Brown , Gelding,PP,0,Eddie Chung Kwok Leung,,Gutaifan,Oh Sedulous,Lawman
332,CABLE SPEED,D459,Active,IRE,4,Bay , Gelding,PP,0,Cow Cow Syndicate,,Cable Bay,Hear My Cry,Giant's Causeway
333,INDIGENOUS REALM,D458,Active,GB,4,Bay , Gelding,PP,0,N T Heung Yee Kuk Syndicate,,Brazen Beau,Samasana,Redback
334,PACKING WALTHAM,D457,Active,FR,4,Bay , Gelding,PP,"638,000",Edmond Lee Man Bun,,Wootton Bassett,Baki,Turtle Bowl
335,MAXIMUS,D456,Active,GER,4,Chestnut , Colt,PP,"484,000",Tony Yue Kwok Leung,,Ivawood,Coco Demure,Titus Livius
336,AMARA WIN,D455,Active,FR,4,Bay , Gelding,PP,0,"Wilson Ngan Ping Shing, Katherine Ngan Mei Sze, Kanvin Ngan & Wilkie Ngan Chi Wai",,Dandy Man,Desert Sprite,Tagula
337,EVER FORCE,D453,Active,AUS,3,Bay , Gelding,PPG,"630,000","Jaime Sze Wine Him, George Lau Ka Keung & Chen Ningning",,Toronado,Al Nova,Al Samer
338,EASY FIT,D452,Active,NZ,4,Bay , Gelding,PPG,0,"Mr & Mrs James Lau Chi Wing, Lau Kai Tai and Michelle Lau Wing Sheung",,Super Easy,Charming Elle,Al Samer
339,JOYFUL WIN,D451,Active,AUS,3,Bay , Gelding,PPG,"630,000",Joseph Chung,,Shooting To Win,Miss Kistler,Darci Brahma
340,COURIER WONDER,D449,Active,NZ,3,Brown , Gelding,PPG,"570,000",Mr & Mrs Chadwick Mok Cham Hung,,Sacred Falls,Fabulist,Savabeel
342,LUCKY DIAMOND,D446,Active,NZ,4,Bay , Gelding,PPG,0,Stephen Chan Pui Yan,,Power,Diamond Babe,Stravinsky
344,MULTIMORE,D443,Active,AUS,4,Bay , Gelding,PPG,0,Multi-friendship Syndicate,,Kaphero,Cousin Bonnie,Bon Hoffa
345,MARVELOUS FANS,D440,Active,AUS,4,Chestnut , Gelding,PPG,"130,000",Philip Ma King Huen & Fan Tat Yan,,Helmet,Socialista,New Approach
346,SMART HUNTER,D439,Active,AUS,4,Brown , Gelding,PPG,0,Alex Chan Ka Ming,,Duporth,Frizetto,Tiznow
347,SCENIC SWEETIE,D437,Active,AUS,4,Brown , Gelding,PPG,0,Tong Yeuk Fung,,Denman,Unswerving,Commands
348,BEAUTY CHEERS,D436,Active,AUS,4,Bay , Gelding,PPG,0,Melody Kwok Sze Wai,,Bianconi,Marana Majic,Scenic
349,HEALTHY HAPPY,D435,Active,AUS,4,Bay / Brown , Gelding,PP,"3,109,000","Sin Tung Hing, Sin Yuk Lok & Sin Yuk San",,Zoustar,Lady Lakshmi,Lonhro
